Application/Permit Number,Category,Permit Type,Action Type
6523004,SINGLE FAMILY / DUPLEX,Construction,NEW
6549191,MULTIFAMILY,Construction,ADD/ALT
6604788,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6524895,SINGLE FAMILY / DUPLEX,Construction,NEW
6545147,INSTITUTIONAL,Construction,ADD/ALT
6604247,SINGLE FAMILY / DUPLEX,Construction,NEW
6551250,COMMERCIAL,Construction,ADD/ALT
6542133,MULTIFAMILY,Construction,NEW
6590663,COMMERCIAL,Construction,ADD/ALT
6551224,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550206,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549928,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549599,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6551200,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550929,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526115,SINGLE FAMILY / DUPLEX,Construction,NEW
6548608,COMMERCIAL,Construction,ADD/ALT
6543734,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6506181,SINGLE FAMILY / DUPLEX,Construction,NEW
6551154,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6551069,COMMERCIAL,Construction,ADD/ALT
6551067,COMMERCIAL,Construction,ADD/ALT
6551063,COMMERCIAL,Construction,ADD/ALT
6551039,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6551023,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6535870,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550999,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550991,,Site Development,TREE/VEGETATION MAINT/RESTORE
6580613,SINGLE FAMILY / DUPLEX,Construction,NEW
6550959,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6485996,SINGLE FAMILY / DUPLEX,Construction,NEW
6543005,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6551116,SINGLE FAMILY / DUPLEX,Construction,NEW
6618965,,Site Development,TREE/VEGETATION MAINT/RESTORE
6539062,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6541366,COMMERCIAL,Construction,ADD/ALT
6526852,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6577377,COMMERCIAL,Construction,ADD/ALT
6541930,COMMERCIAL,Construction,ADD/ALT
6481628,SINGLE FAMILY / DUPLEX,Construction,NEW
6481629,SINGLE FAMILY / DUPLEX,Construction,NEW
6550862,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6562270,MULTIFAMILY,Demolition,DEMOLITION
6550008,INSTITUTIONAL,Construction,ADD/ALT
6534900,COMMERCIAL,Construction,ADD/ALT
6495166,COMMERCIAL,Construction,ADD/ALT
6530582,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549709,,Site Development,TREE/VEGETATION MAINT/RESTORE
6550842,SINGLE FAMILY / DUPLEX,Site Development,CURB CUT
6550780,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550749,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550746,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6550732,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550733,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6550725,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6550128,INSTITUTIONAL,Construction,ADD/ALT
6550129,INSTITUTIONAL,Construction,ADD/ALT
6550720,COMMERCIAL,Construction,ADD/ALT
6549660,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526547,COMMERCIAL,Construction,ADD/ALT
6549861,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6504817,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6582433,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6405143,SINGLE FAMILY / DUPLEX,Construction,NEW
6534568,COMMERCIAL,Construction,ADD/ALT
6550652,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6534174,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550455,MULTIFAMILY,Demolition,DEMOLITION
6524717,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6520847,SINGLE FAMILY / DUPLEX,Construction,NEW
6550672,COMMERCIAL,Construction,ADD/ALT
6513568,COMMERCIAL,Construction,ADD/ALT
6510019,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6535073,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6523925,SINGLE FAMILY / DUPLEX,Construction,NEW
6619899,SINGLE FAMILY / DUPLEX,Construction,NEW
6533788,INSTITUTIONAL,Construction,ADD/ALT
6550663,MULTIFAMILY,Construction,ADD/ALT
6564150,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6534546,SINGLE FAMILY / DUPLEX,Construction,NEW
6548503,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550604,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6544158,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550539,,Site Development,TREE/VEGETATION MAINT/RESTORE
6550508,COMMERCIAL,Construction,ADD/ALT
6534061,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550446,COMMERCIAL,Construction,ADD/ALT
6550443,COMMERCIAL,Construction,ADD/ALT
6550449,COMMERCIAL,Construction,ADD/ALT
6549975,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6573305,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6604970,COMMERCIAL,Site Development,GRADING
6535436,SINGLE FAMILY / DUPLEX,Construction,NEW
6474284,MULTIFAMILY,Construction,ADD/ALT
6548426,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6548815,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6550347,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6549925,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6548179,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604969,COMMERCIAL,Construction,NEW
6546963,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6533637,MULTIFAMILY,Construction,NEW
6547712,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550337,COMMERCIAL,Construction,ADD/ALT
6550334,COMMERCIAL,Construction,ADD/ALT
6535887,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545074,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532094,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6581499,SINGLE FAMILY / DUPLEX,Construction,NEW
6541647,COMMERCIAL,Construction,ADD/ALT
6414785,SINGLE FAMILY / DUPLEX,Construction,NEW
6514072,SINGLE FAMILY / DUPLEX,Construction,NEW
6532185,SINGLE FAMILY / DUPLEX,Construction,NEW
6550283,,Site Development,TREE/VEGETATION MAINT/RESTORE
6550264,COMMERCIAL,Construction,ADD/ALT
6549779,MULTIFAMILY,Construction,ADD/ALT
6452869,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6544128,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550077,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6532366,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604996,SINGLE FAMILY / DUPLEX,Construction,NEW
6545124,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6618489,INSTITUTIONAL,Demolition,DEMOLITION
6532167,SINGLE FAMILY / DUPLEX,Construction,NEW
6543920,COMMERCIAL,Construction,TEMP
6565409,MULTIFAMILY,Construction,ADD/ALT
6509254,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550066,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6576158,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6542995,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6617542,COMMERCIAL,Construction,NEW
6540875,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545267,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6522449,SINGLE FAMILY / DUPLEX,Construction,NEW
6534543,COMMERCIAL,Construction,ADD/ALT
6470817,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6471417,MULTIFAMILY,Construction,NEW
6464959,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6422488,COMMERCIAL,Construction,ADD/ALT
6307463,,Construction,
6549040,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6549994,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550075,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549856,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550060,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548552,,Site Development,TREE/VEGETATION MAINT/RESTORE
6548481,,Site Development,TREE/VEGETATION MAINT/RESTORE
6550029,COMMERCIAL,Construction,ALTER
6534757,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549992,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6584101,SINGLE FAMILY / DUPLEX,Construction,NEW
6606320,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6354902,MULTIFAMILY,Construction,NEW
6533221,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532560,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6528554,SINGLE FAMILY / DUPLEX,Construction,NEW
6577226,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6547697,COMMERCIAL,Construction,ADD/ALT
6545942,MULTIFAMILY,Construction,ADD/ALT
6549903,,Site Development,SHORELINE EXEMPTION ONLY
6549900,,Site Development,SHORELINE EXEMPTION ONLY
6549896,,Site Development,SHORELINE EXEMPTION ONLY
6549893,,Site Development,SHORELINE EXEMPTION ONLY
6549887,,Site Development,SHORELINE EXEMPTION ONLY
6549877,,Site Development,SHORELINE EXEMPTION ONLY
6545741,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6597647,COMMERCIAL,Construction,TEMP
6549846,COMMERCIAL,Construction,ALTER
6547804,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549816,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526300,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549806,COMMERCIAL,Construction,ADD/ALT
6549793,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604008,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6521643,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526178,SINGLE FAMILY / DUPLEX,Construction,NEW
6543326,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549630,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6531060,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6620080,SINGLE FAMILY / DUPLEX,Construction,NEW
6537165,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6606063,COMMERCIAL,Demolition,DEMOLITION
6545119,COMMERCIAL,Construction,TEMP
6515602,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6170576,MULTIFAMILY,Construction,NEW
6546207,COMMERCIAL,Construction,ADD/ALT
6541963,INSTITUTIONAL,Construction,ADD/ALT
6599875,INDUSTRIAL,Construction,ADD/ALT
6591616,SINGLE FAMILY / DUPLEX,Construction,NEW
6549372,MULTIFAMILY,Construction,ADD/ALT
6506509,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549354,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604487,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549587,MULTIFAMILY,Construction,ADD/ALT
6549594,,Site Development,SHORELINE EXEMPTION ONLY
6549620,MULTIFAMILY,Construction,ADD/ALT
6549605,MULTIFAMILY,Construction,ADD/ALT
6499679,COMMERCIAL,Demolition,DEMOLITION
6549569,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6546665,COMMERCIAL,Construction,ADD/ALT
6530141,MULTIFAMILY,Construction,ADD/ALT
6548340,COMMERCIAL,Construction,ADD/ALT
6482407,SINGLE FAMILY / DUPLEX,Construction,NEW
6541839,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549540,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6590605,COMMERCIAL,Construction,ADD/ALT
6534305,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6538098,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548946,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6545905,COMMERCIAL,Construction,ADD/ALT
6528759,MULTIFAMILY,Construction,NEW
6540922,COMMERCIAL,Construction,ADD/ALT
6525249,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532213,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6541164,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6544027,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547986,COMMERCIAL,Construction,ADD/ALT
6523859,SINGLE FAMILY / DUPLEX,Construction,NEW
6620082,SINGLE FAMILY / DUPLEX,Construction,NEW
6520270,SINGLE FAMILY / DUPLEX,Construction,NEW
6549420,MULTIFAMILY,Construction,ADD/ALT
6549419,MULTIFAMILY,Construction,ADD/ALT
6518909,SINGLE FAMILY / DUPLEX,Construction,NEW
6549391,COMMERCIAL,Construction,ADD/ALT
6547304,COMMERCIAL,Construction,ADD/ALT
6547964,COMMERCIAL,Construction,ADD/ALT
6549082,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6536575,,Site Development,SHORELINE EXEMPTION ONLY
6549324,COMMERCIAL,Construction,ADD/ALT
6549271,COMMERCIAL,Construction,ADD/ALT
6493374,,Construction,
6549284,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6620223,SINGLE FAMILY / DUPLEX,Construction,NEW
6541907,COMMERCIAL,Construction,ADD/ALT
6499603,MULTIFAMILY,Demolition,DEMOLITION
6524269,MULTIFAMILY,Construction,ADD/ALT
6498638,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6529240,SINGLE FAMILY / DUPLEX,Construction,NEW
6547417,COMMERCIAL,Construction,ADD/ALT
6544346,MULTIFAMILY,Construction,ADD/ALT
6549228,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6603832,INSTITUTIONAL,Construction,ADD/ALT
6544005,INSTITUTIONAL,Construction,ADD/ALT
6579263,SINGLE FAMILY / DUPLEX,Construction,NEW
6545393,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6544475,INDUSTRIAL,Construction,ADD/ALT
6595918,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6530666,COMMERCIAL,Construction,ADD/ALT
6522483,SINGLE FAMILY / DUPLEX,Construction,NEW
6407471,COMMERCIAL,Construction,ADD/ALT
6534112,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6508695,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6311541,SINGLE FAMILY / DUPLEX,Construction,NEW
6549128,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6542357,MULTIFAMILY,Construction,ADD/ALT
6536570,COMMERCIAL,Construction,ADD/ALT
6546265,,Site Development,TREE/VEGETATION MAINT/RESTORE
6548891,MULTIFAMILY,Construction,ADD/ALT
6608967,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548944,SINGLE FAMILY / DUPLEX,Construction,NEW
6548943,SINGLE FAMILY / DUPLEX,Construction,NEW
6544858,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6531076,INSTITUTIONAL,Construction,ADD/ALT
6605386,INSTITUTIONAL,Construction,ADD/ALT
6476707,SINGLE FAMILY / DUPLEX,Construction,NEW
6548863,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6548877,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6538611,SINGLE FAMILY / DUPLEX,Construction,NEW
6548870,SINGLE FAMILY / DUPLEX,Construction,NEW
6548871,SINGLE FAMILY / DUPLEX,Construction,NEW
6545849,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6555099,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6531286,COMMERCIAL,Construction,ADD/ALT
6531787,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6527758,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532153,INSTITUTIONAL,Construction,ADD/ALT
6533150,COMMERCIAL,Construction,ADD/ALT
6544970,SINGLE FAMILY / DUPLEX,Construction,NEW
6548951,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548937,MULTIFAMILY,Construction,ADD/ALT
6548930,COMMERCIAL,Construction,ADD/ALT
6544669,COMMERCIAL,Construction,ADD/ALT
6548927,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548920,COMMERCIAL,Construction,ALTER
6583719,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6510609,COMMERCIAL,Demolition,DEMOLITION
6533260,SINGLE FAMILY / DUPLEX,Construction,NEW
6541405,SINGLE FAMILY / DUPLEX,Construction,NEW
6571626,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6514919,COMMERCIAL,Construction,ADD/ALT
6548809,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548699,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6544705,COMMERCIAL,Construction,ADD/ALT
6548333,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6541398,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545275,COMMERCIAL,Construction,ADD/ALT
6559703,COMMERCIAL,Construction,ADD/ALT
6620071,SINGLE FAMILY / DUPLEX,Construction,NEW
6548729,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6528346,COMMERCIAL,Construction,ADD/ALT
6389148,COMMERCIAL,Demolition,DEMOLITION
6546721,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547597,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6534928,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6540934,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526827,COMMERCIAL,Construction,ADD/ALT
6497148,COMMERCIAL,Construction,ADD/ALT
6545420,MULTIFAMILY,Demolition,DEMOLITION
6495052,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605617,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6590907,COMMERCIAL,Demolition,DEMOLITION
6548627,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548620,COMMERCIAL,Construction,ALTER
6548613,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548596,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6135396,,Construction,
6543515,COMMERCIAL,Demolition,DEMOLITION
6545378,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6490762,SINGLE FAMILY / DUPLEX,Construction,NEW
6502030,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604931,COMMERCIAL,Construction,ADD/ALT
6526778,SINGLE FAMILY / DUPLEX,Construction,NEW
6545078,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6515372,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6460555,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547656,MULTIFAMILY,Demolition,DEMOLITION
6509982,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605393,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6474164,SINGLE FAMILY / DUPLEX,Construction,NEW
6533519,COMMERCIAL,Construction,ADD/ALT
6523240,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6541771,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6533417,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532688,COMMERCIAL,Construction,ADD/ALT
6528775,MULTIFAMILY,Construction,NEW
6541924,COMMERCIAL,Construction,ADD/ALT
6548472,,Site Development,TREE/VEGETATION MAINT/RESTORE
6594147,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6496207,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6523462,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548256,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6548257,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6539221,MULTIFAMILY,Construction,ADD/ALT
6541693,INSTITUTIONAL,Construction,ADD/ALT
6608847,COMMERCIAL,Construction,ADD/ALT
6548442,MULTIFAMILY,Construction,ADD/ALT
6530585,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6596760,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600151,SINGLE FAMILY / DUPLEX,Construction,NEW
6547815,,Site Development,SHORELINE EXEMPTION ONLY
6548432,MULTIFAMILY,Construction,NO CONSTRUCTION
6604932,COMMERCIAL,Construction,ADD/ALT
6530687,COMMERCIAL,Construction,ADD/ALT
6548393,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6523169,SINGLE FAMILY / DUPLEX,Construction,NEW
6548377,COMMERCIAL,Construction,ALTER
6548368,COMMERCIAL,Construction,ALTER
6548364,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548357,COMMERCIAL,Construction,ADD/ALT
6548258,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6546049,,Site Development,SHORELINE EXEMPTION ONLY
6538652,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547771,COMMERCIAL,Construction,ADD/ALT
6548315,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6620171,COMMERCIAL,Construction,ADD/ALT
6541161,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6539550,MULTIFAMILY,Construction,ADD/ALT
6532296,MULTIFAMILY,Construction,ADD/ALT
6619642,COMMERCIAL,Construction,ADD/ALT
6548212,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548143,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545928,INDUSTRIAL,Construction,NO CONSTRUCTION
6547124,INSTITUTIONAL,Construction,NO CONSTRUCTION
6601467,MULTIFAMILY,Construction,NEW
6568321,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548146,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6548129,COMMERCIAL,Construction,ADD/ALT
6548096,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6620251,MULTIFAMILY,Construction,NO CONSTRUCTION
6479227,SINGLE FAMILY / DUPLEX,Construction,NEW
6560815,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6528047,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532654,COMMERCIAL,Construction,ADD/ALT
6605284,COMMERCIAL,Construction,ADD/ALT
6522707,SINGLE FAMILY / DUPLEX,Construction,NEW
6522715,COMMERCIAL,Construction,ADD/ALT
6568235,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6363462,COMMERCIAL,Construction,
6535880,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585329,COMMERCIAL,Construction,ADD/ALT
6526950,COMMERCIAL,Construction,ADD/ALT
6505109,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6517496,COMMERCIAL,Construction,ADD/ALT
6541397,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545315,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545184,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6498691,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585807,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545883,,Site Development,TREE/VEGETATION MAINT/RESTORE
6545343,,Site Development,TREE/VEGETATION MAINT/RESTORE
6547917,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547135,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547913,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6539104,COMMERCIAL,Construction,ADD/ALT
6552146,SINGLE FAMILY / DUPLEX,Construction,NEW
6619941,SINGLE FAMILY / DUPLEX,Construction,NEW
6547573,MULTIFAMILY,Demolition,DEMOLITION
6530274,MULTIFAMILY,Construction,NEW
6480364,INSTITUTIONAL,Construction,NEW
6542755,COMMERCIAL,Construction,ADD/ALT
6544910,COMMERCIAL,Construction,ALTER
6532697,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547814,MULTIFAMILY,Construction,ADD/ALT
6547791,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547776,INSTITUTIONAL,Construction,ADD/ALT
6541435,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547759,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547655,MULTIFAMILY,Construction,NEW
6550447,MULTIFAMILY,Construction,NEW
6543558,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547668,COMMERCIAL,Construction,ALTER
6529758,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6528466,SINGLE FAMILY / DUPLEX,Construction,NEW
6543957,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6537284,MULTIFAMILY,Construction,NEW
6537539,COMMERCIAL,Construction,ADD/ALT
6521243,SINGLE FAMILY / DUPLEX,Construction,NEW
6533122,,Site Development,TREE/VEGETATION MAINT/RESTORE
6411782,MULTIFAMILY,Construction,NEW
6547359,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547645,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547632,MULTIFAMILY,Construction,ADD/ALT
6547646,COMMERCIAL,Construction,ALTER
6528660,COMMERCIAL,Construction,ADD/ALT
6542410,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547629,COMMERCIAL,Construction,ADD/ALT
6547584,COMMERCIAL,Construction,ADD/ALT
6547555,COMMERCIAL,Construction,ALTER
6547528,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6547510,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6545903,COMMERCIAL,Construction,ADD/ALT
6501681,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6530649,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6540368,COMMERCIAL,Construction,ADD/ALT
6606000,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547434,COMMERCIAL,Construction,ADD/ALT
6547447,COMMERCIAL,Construction,ADD/ALT
6547448,COMMERCIAL,Construction,ADD/ALT
6544911,INSTITUTIONAL,Construction,ADD/ALT
6533168,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6533450,COMMERCIAL,Construction,ADD/ALT
6513144,COMMERCIAL,Demolition,DEMOLITION
6539874,SINGLE FAMILY / DUPLEX,Construction,NEW
6547302,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6547299,SINGLE FAMILY / DUPLEX,Construction,NEW
6596203,COMMERCIAL,Construction,ADD/ALT
6547418,COMMERCIAL,Construction,ADD/ALT
6547401,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532673,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6547330,COMMERCIAL,Construction,ADD/ALT
6547309,COMMERCIAL,Construction,ALTER
6532063,INSTITUTIONAL,Construction,ADD/ALT
6528364,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6480968,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6534007,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6544006,COMMERCIAL,Construction,NO CONSTRUCTION
6535453,COMMERCIAL,Construction,ADD/ALT
